,아파트,금액(만원),면적,층,주소
53,청천푸르지오,33000,84.34,16,청천동 176
54,청천푸르지오,33000,84.34,25,청천동 176
55,동아(1차),33000,52.43,4,부평동 70-5
56,청천푸르지오,32900,84.34,23,청천동 176
57,삼산타운주공1단지,32900,51.86,16,삼산동 440-1
58,동아(1차),32500,52.43,15,부평동 70-5
59,청천푸르지오,32500,84.34,21,청천동 176
60,삼산타운주공1단지,32300,51.86,16,삼산동 440-1
61,청천우민늘푸른아파트,32000,59.46,20,청천동 453
62,"부평1,2차금호타운",32000,59.8,15,청천동 200
63,부개주공1,31800,59.97,17,부개동 496-2
64,청천푸르지오,31600,84.34,3,청천동 176
65,부개주공1,31500,59.56,20,부개동 496-2
66,부평LH2단지,31500,59.96,7,부평동 938
67,가나안미도,31200,59.31,3,부평동 799-5
68,경남1차,31100,84.43,3,산곡동 142-3
69,"부평1,2차금호타운",31000,59.8,3,청천동 200
70,삼산타운주공1단지,31000,51.86,17,삼산동 440-1
71,부개주공1,30900,59.97,8,부개동 496-2
72,삼산타운주공1단지,30500,51.86,13,삼산동 440-1
73,대동(494-1),30500,84.94,12,부개동 494-1
74,건영캐스빌,30400,84.64,5,부평동 252-29
75,부평LH2단지,30000,59.96,3,부평동 938
76,동암신동아,30000,84.94,6,십정동 607
77,부개주공1,30000,59.93,16,부개동 496-2
78,삼산타운주공1단지,30000,51.83,17,삼산동 440-1
79,"한국1,동아,팬더",30000,84.36,17,갈산동 369
80,삼산타운주공1단지,30000,59.99,1,삼산동 440-1
81,"부평1,2차금호타운",29800,59.8,11,청천동 200
82,대동,29700,43.3,1,부개동 477-1
83,대림1차,29600,76.39,3,부평동 64-20
84,건우,29500,62.04,2,부평동 799-3
85,경남3차,29200,84.87,10,산곡동 145
86,한화1단지,29000,59.88,17,산곡동 124-23
87,대림1차,29000,76.39,6,부평동 64-20
88,부평코오롱하늘채,29000,34.3,21,부개동 520
89,경남3차,28900,84.87,11,산곡동 145
90,부개주공3,28500,59.98,13,부개동 498-5
91,"부평1,2차금호타운",28500,59.8,15,청천동 200
92,"부평1,2차금호타운",28500,59.8,23,청천동 200
93,하나,28500,84.75,1,갈산동 362
94,"부평1,2차금호타운",28350,59.8,11,청천동 200
95,부개주공3,28000,59.97,3,부개동 498-5
96,성일,28000,58.98,9,부개동 494
97,성일,28000,58.98,9,부개동 494
98,부개주공7단지,28000,59.99,17,부개동 502-8
99,현대2차,28000,72.45,12,산곡동 311-126
100,삼산주공미래타운3차,27900,59.39,18,삼산동 390-6
101,대경이즈뷰,27800,84.72,10,부평동 437-2
102,건영캐스빌,27800,80.05,10,부평동 252-29
103,청천푸르지오,27500,59.36,15,청천동 176
104,"부평1,2차금호타운",27500,59.8,13,청천동 200
105,"부평1,2차금호타운",27500,59.8,13,청천동 200
106,한화2단지,27000,59.88,17,산곡동 124-23
107,삼산주공미래타운3차,27000,59.39,8,삼산동 390-6
108,부개주공3,27000,59.98,12,부개동 498-5
109,현대(124-1),27000,59.4,12,산곡동 124-1
110,부개주공3,26500,59.98,6,부개동 498-5
111,우성5차,26500,83.63,12,산곡동 251-2
112,현대캐슬,26500,69.46,9,십정동 408-29
113,삼산주공미래타운4차,26300,59.39,3,삼산동 389-8
114,대성유니드,26000,59.98,7,갈산동 454
115,부개주공3,26000,59.97,10,부개동 498-5
116,삼산타운주공1단지,26000,51.86,1,삼산동 440-1
117,청천푸르지오,26000,59.36,2,청천동 176
118,건영캐스빌,25800,82.53,6,부평동 252-29
119,대운,25000,55.44,2,산곡동 120-8
120,한양(155-1),25000,84.66,20,산곡동 155-1
121,주공1단지,24000,49.94,14,갈산동 359
122,광명12차,24000,57.87,1,삼산동 359
123,삼산주공미래타운1차,24000,59.39,20,삼산동 387-2
124,우성5차,24000,83.63,19,산곡동 251-2
125,일신주공아파트(100~112동),24000,59.97,4,일신동 410
126,주공1단지,23500,49.94,15,갈산동 359
127,한국,23200,59.28,8,십정동 186-7
128,대림1차,23000,50.16,10,부평동 64-20
129,성일,23000,50.88,4,부개동 494
130,경남2차,22500,59.72,7,산곡동 274
131,로렌.하이뷰,22500,48.03,6,부평동 209-1
132,대림1차,22500,50.16,12,부평동 64-20
133,청담아이리스,22500,46.79,5,부평동 135-8
134,주공1단지,22500,38.64,15,갈산동 359
135,십정뜨란채1단지,22300,46.31,6,십정동 608-4
136,신승캐슬,22300,45.85,2,부평동 124-13
137,우성1차2차(294-35),22000,54.52,11,산곡동 294-35
138,뉴서울아파트,22000,66.4,7,산곡동 255-1
139,삼산주공미래타운4차,21500,49.57,16,삼산동 389-8
140,경남2차,21500,59.72,3,산곡동 274
141,부개주공3,21000,49.96,2,부개동 498-5
142,으뜸뷰그리안,20000,57.39,12,청천동 190-6
143,삼산주공미래타운2차,19850,49.4,8,삼산동 388-7
144,NEOSVILL,19500,73.84,4,부평동 146-31
145,주공1단지,19000,41.3,7,갈산동 359
146,신승캐슬,19000,45.85,13,부평동 124-13
147,광명13차,18500,57.42,3,삼산동 359-2
148,부개주공3,18000,39.99,3,부개동 498-5
149,주공1단지,17900,41.3,13,갈산동 359
150,주공1단지,17500,38.64,7,갈산동 359
151,뉴서울,17400,39.48,12,부개동 477-3
152,인우,17000,61.92,1,산곡동 63-58
153,주공1단지,16500,44.94,15,갈산동 359
154,한국,16000,49.95,2,삼산동 254
155,태산,15700,56.93,1,삼산동 60-6
156,조양휴캐슬,15000,49.17,7,부평동 465-35
157,로뎀레뷰,14000,49.04,7,부평동 505-1
158,M-City,11200,19.39,5,부평동 507-2
159,동암비버리씨티,9800,12.0,9,십정동 406-3
160,서린레이크,8900,23.68,4,부평동 521-7
161,동암비버리씨티,8700,12.0,9,십정동 406-3
162,M-City,8000,19.39,5,부평동 507-2
163,부평라일플로리스2차,6500,16.58,12,부평동 150-25
164,동암비버리씨티,6500,12.37,8,십정동 406-3
165,동암비버리씨티,5700,12.35,10,십정동 406-3
166,부평산곡푸르지오,80000,110.07,19,산곡동 510
167,더샵부평센트럴시티,72500,84.56,37,십정동 630
168,래미안부평,59900,84.96,7,부평동 947
169,부평산곡푸르지오,58000,84.36,11,산곡동 510
170,부평역화성파크드림,55000,84.82,14,부평동 995
171,삼산타운6단지,54000,84.07,7,삼산동 454-13
172,금호이수마운트밸리,52500,84.96,10,산곡동 507
173,삼산타운6단지,52500,84.07,12,삼산동 454-13
174,삼산타운6단지,52500,84.96,15,삼산동 454-13
175,현대3차,52000,171.67,1,산곡동 370-399
176,쌍용더플래티넘부평,50200,84.82,6,산곡동 519
177,부평IPARK,49000,69.94,26,산곡동 91-2
178,삼산타운2단지,48000,84.98,20,삼산동 445-5
179,삼산타운주공1단지,46000,59.99,6,삼산동 440-1
180,산누리빌,45400,67.84,10,부평동 431-14
181,부평삼산엠코타운,45000,84.91,14,삼산동 494
182,삼산타운2단지,45000,84.98,21,삼산동 445-5
183,두산,45000,101.82,8,갈산동 368
184,"부평1,2차금호타운",45000,101.52,6,청천동 200
185,삼산타운2단지,44500,84.98,6,삼산동 445-5
186,산누리빌,43800,67.84,8,부평동 431-14
187,"부평1,2차금호타운",40500,84.85,5,청천동 200
188,풍림아파트(101동~110동),40000,84.98,18,일신동 409
189,더샵부평센트럴시티,40000,59.82,10,십정동 630
190,부평LH2단지,40000,59.98,2,부평동 938
191,삼산타운7단지,40000,84.07,12,삼산동 453-1
192,수암,40000,44.82,4,산곡동 43-1
193,"부평1,2차금호타운",40000,84.85,6,청천동 200
194,더샵부평센트럴시티,39700,59.8,16,십정동 630
195,부평두산위브더파크,39500,59.93,14,산곡동 52-11
196,우성4차,39000,108.95,7,산곡동 306-3
197,금호이수마운트밸리,39000,59.82,5,산곡동 507
198,청천푸르지오,38250,84.34,11,청천동 176
199,아주,37800,84.75,12,갈산동 374
200,브라운스톤백운,37500,84.53,3,십정동 617
201,현대3차,36000,84.94,15,산곡동 370-399
202,우성4차,36000,84.97,4,산곡동 306-3
203,동아(2차),35000,59.82,6,부평동 70-123
204,두산위브,35000,59.76,12,부평동 534-96
205,한화2단지,35000,59.88,9,산곡동 124-23
206,삼산벽산블루밍,34500,59.25,15,삼산동 170-1
207,현대1차,34000,84.6,12,산곡동 307
208,동아(2차),34000,59.82,2,부평동 70-123
209,동아(1차),34000,52.43,5,부평동 70-5
210,대동(494-1),33800,84.94,4,부개동 494-1
211,풍림아파트(101동~110동),33000,84.98,8,일신동 409
212,삼보,32000,84.95,9,삼산동 56-3
213,청천푸르지오,32000,84.34,19,청천동 176
214,동아(1차),32000,52.43,2,부평동 70-5
215,청천우민늘푸른아파트,31750,59.46,13,청천동 453
216,오성,30090,64.2,1,부개동 13-3
217,한양(182),30000,55.12,5,산곡동 182
218,청천우민늘푸른아파트,30000,59.46,20,청천동 453
219,한화1단지,30000,59.66,15,산곡동 124-23
220,한양(185-17),30000,84.68,15,산곡동 185-17
221,"부평1,2차금호타운",30000,59.8,24,청천동 200
222,"부평1,2차금호타운",30000,59.8,12,청천동 200
223,부개주공1,30000,59.97,18,부개동 496-2
224,부개주공1,29900,59.97,7,부개동 496-2
225,삼진,29700,48.59,5,부평동 497-2
226,웰링턴,29600,61.17,7,부평동 560-2
227,우성3차(294-35),29500,72.94,2,산곡동 294-35
228,부개주공3,29000,59.56,12,부개동 498-5
229,청천우민늘푸른아파트,28550,59.65,15,청천동 453
230,부개주공1,28500,49.96,6,부개동 496-2
231,부개주공1,28500,59.93,5,부개동 496-2
232,"부평1,2차금호타운",28000,59.8,21,청천동 200
233,부개주공1,27000,59.98,4,부개동 496-2
234,삼산주공미래타운4차,27000,59.39,1,삼산동 389-8
235,청천푸르지오,26800,59.36,6,청천동 176
236,청천우민늘푸른아파트,26550,59.65,2,청천동 453
237,삼산주공미래타운4차,26500,59.39,3,삼산동 389-8
238,삼산주공미래타운4차,26500,59.39,3,삼산동 389-8
239,삼산주공미래타운3차,26500,59.39,11,삼산동 390-6
240,부개주공3,26200,59.93,14,부개동 498-5
241,한양(155-1),26000,84.66,17,산곡동 155-1
242,부개주공3,25000,59.93,8,부개동 498-5
243,경남5차,25000,84.97,6,산곡동 261-8
244,무지개,25000,73.29,4,산곡동 191-3
245,부개주공1,24800,49.96,14,부개동 496-2
246,우주마루,24700,66.1,11,부평동 415-3
247,대동2,24000,45.0,12,갈산동 361-3
248,대동2,23900,45.0,8,갈산동 361-3
249,대진,23000,39.6,2,부개동 477-2
250,삼산주공미래타운4차,23000,49.57,6,삼산동 389-8
251,청림주상복합,22500,74.91,8,부평동 440-3
252,대동2,22400,45.0,18,갈산동 361-3
253,십정뜨란채1단지,22200,46.52,16,십정동 608-4
254,대림1차,22000,50.16,13,부평동 64-20
255,삼보,22000,62.5,7,삼산동 56-3
256,삼산주공미래타운2차,22000,49.4,13,삼산동 388-7
257,뉴서울아파트,21800,66.4,10,산곡동 255-1
258,우성1차2차(294-35),21700,54.52,7,산곡동 294-35
259,현대홈타운(504-4),21700,48.44,3,부평동 504-4
260,벨라루체,21500,44.41,5,부평동 519-9
261,선포,21000,73.45,3,산곡동 369-192
262,JH타워,20500,49.76,7,부평동 151-12
263,삼산주공미래타운2차,20400,49.4,6,삼산동 388-7
264,삼산주공미래타운2차,20200,49.4,6,삼산동 388-7
265,십정뜨란채1단지,20200,46.23,9,십정동 608-4
266,대림1차,20000,50.16,1,부평동 64-20
267,대동2,20000,45.0,4,갈산동 361-3
268,삼산주공미래타운2차,19900,49.4,6,삼산동 388-7
269,우성1차2차(294-35),19500,41.02,6,산곡동 294-35
270,주공1단지,19500,41.3,6,갈산동 359
271,백영,18800,60.0,8,십정동 216
272,JH타워,18300,49.96,2,부평동 151-12
273,수정,18000,55.89,2,십정동 390-16
274,일신주공아파트(100~112동),18000,39.99,11,일신동 410
275,투엠레뷰,18000,46.09,5,부평동 180-19
276,서린레이크,18000,49.93,4,부평동 521-7
277,스위트홈,17700,45.0,8,부평동 119-2
278,일신주공아파트(100~112동),17500,39.99,2,일신동 410
279,위너스빌,17500,49.28,10,부평동 408-38
280,우일(102동),17200,37.87,6,부평동 134-42
281,백영,17000,60.0,10,십정동 216
282,아이앤비,16900,59.98,8,부평동 494-2
283,투엠레뷰,16500,44.46,10,부평동 180-19
284,현대홈타운,15800,35.18,3,부평동 372-12
285,현민쎈스,15300,45.83,5,부평동 396-3
286,영진,14600,52.48,12,청천동 5-5
287,우성5차,13700,41.13,11,산곡동 251-2
288,헤리움노블레스,13000,16.76,7,부평동 431-15
289,부평타워큐,12500,22.21,7,부평동 431-37
290,인스테이션,12500,21.94,15,부평동 415-8
291,인스테이션,12000,21.94,10,부평동 415-8
292,헤리움,11500,16.57,5,부평동 505-2
293,동암비버리씨티,9000,12.37,9,십정동 406-3
294,V-TOWER,6700,17.5,6,부평동 222-25
295,화신,6000,30.82,2,부평동 149-11
