,아파트,금액(만원)Incheon_abc_MC2301_84.csv,면적Incheon_abc_MC2301_84.csv,층Incheon_abc_MC2301_84.csv,주소Incheon_abc_MC2301_84.csv,금액(만원)Incheon_abc_MC2312_84.csv,면적Incheon_abc_MC2312_84.csv,층Incheon_abc_MC2312_84.csv,주소Incheon_abc_MC2312_84.csv
634,휴먼시아동산마을,36500,84.6,13,논현동 603-1,39000,84.6,6,논현동 603-1
635,휴먼시아동산마을,36500,84.6,13,논현동 603-1,36000,84.6,10,논현동 603-1
636,휴먼시아동산마을,36500,84.6,13,논현동 603-1,38000,84.6,10,논현동 603-1
637,휴먼시아동산마을,36500,84.6,13,논현동 603-1,36500,84.6,3,논현동 603-1
638,휴먼시아동산마을,38000,84.6,17,논현동 603-1,39000,84.6,17,논현동 603-1
639,휴먼시아동산마을,38000,84.6,17,논현동 603-1,35000,84.6,10,논현동 603-1
640,휴먼시아동산마을,38000,84.6,17,논현동 603-1,39000,84.6,6,논현동 603-1
641,휴먼시아동산마을,38000,84.6,17,논현동 603-1,36000,84.6,10,논현동 603-1
642,휴먼시아동산마을,38000,84.6,17,논현동 603-1,38000,84.6,10,논현동 603-1
643,휴먼시아동산마을,38000,84.6,17,논현동 603-1,36500,84.6,3,논현동 603-1
644,휴먼시아동산마을,39000,84.6,20,논현동 603-1,39000,84.6,17,논현동 603-1
645,휴먼시아동산마을,39000,84.6,20,논현동 603-1,35000,84.6,10,논현동 603-1
646,휴먼시아동산마을,39000,84.6,20,논현동 603-1,39000,84.6,6,논현동 603-1
647,휴먼시아동산마을,39000,84.6,20,논현동 603-1,36000,84.6,10,논현동 603-1
648,휴먼시아동산마을,39000,84.6,20,논현동 603-1,38000,84.6,10,논현동 603-1
649,휴먼시아동산마을,39000,84.6,20,논현동 603-1,36500,84.6,3,논현동 603-1
